project_url,title,title_length,description,category,author,region,goal_rub,pledged_rub,funding_percentage,is_successful,campaign_duration_days,launch_date,end_date,participants_count,tiers_count,min_tier_price_rub,max_tier_price_rub,has_video,updates_count,comments_count,faq_count,created_projects,backed_projects,social_links_count,risks_text,risk_words_count,has_superlatives,error,source,catalog_category_filter
https://planeta.ru/campaigns/lestnicavverh,Лестница вверх-помощь в получении образования подростков из неблагополучных семей,81.0,Программа «Лестница вверх» направлена на помощь сиротам в получении ими достойного школьного образования.,Благотворительность,,Москва и Московская обл,0.0,0.0,0.0,0.0,55.0,2026-04-07,2026-06-01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/letaj,«ЛЕТАЙ» — новый студийный альбом Капельки,41.0,"Запись нового студийного альбома Капельки, в который войдут семь авторских музыкальных композиций.",Музыка,Екатерина,Москва и Московская обл,390000.0,2500.0,1.0,0.0,95.0,2026-03-23,2026-06-26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/latushon,"""Лё Тушён"" - готовые обеды и тушёное мясо с длительным сроком годности",70.0,"«Лё Тушён» — российское производство готовых вторых блюд и супов, а также мяса с длительным сроком хранения без консервантов.",Бизнес Поддержать проект,inko-del-mar,,838570.0,3400.0,1.0,0.0,45.0,2026-03-16,2026-04-30,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/219850,Лечение кошечки Барни,21.0,"У Благотворительного фонда помощи животным ""Огонь души"" находится много подопечных на обеспечении. Среди них уже третий год кошечка Барни.",Благотворительность,bfogondushi,Москва и Московская обл,100000.0,13000.0,13.0,0.0,436.0,2025-03-21,2026-05-31,35.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,104.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/firstline,Линия Первой Помощи - приложение экстренной психологической помощи,66.0,"Каждый день сотни людей по всей стране остаются один на один с кризисом — тревогой, паникой, потерей. Мы создаём приложение, которое соединяет человека с психологом за 90 секунд.",Приложения,Владимир Сергеевич,Москва и Московская обл,850000.0,3388.0,1.0,0.0,96.0,2026-02-10,2026-05-17,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,"(вероятность в %): • Ваши деньги могут не вернуться (15% ) • Продукт может быть скромнее обещанного (40%) • Сроки могут сдвинуться на 3-6 месяцев из-за регулятора (60%) • Некоторые вознаграждения могут быть заменены аналогами (25%) ﻿ Но мы гарантируем: • Полную финансовую прозрачность • Регулярную коммуникацию (раз в 2 недели на данном ресурсе, соц. сетях или в ЛК на сайте проекта) • Возврат средств(за минусом комиссии площадки) при сборе <50% • Честный отчет в случае провала ﻿ Помощь First Line — это венчурная ставка с высоким потенциалом социального воздействия, но с реальными рисками потери средств. Рекомендуется рассматривать ее как благотворительность с потенциалом возврата, а не как гарантированную инвестицию с получением вознаграждения. Поддержать на любую сумму Спасибо, мне не нужно вознаграждение, я просто хочу поддержать проект. 200 ₽ 500 ₽ 750 ₽ 1 000 ₽ Добавить в корзину Поддержали 2 Вознаграждения «Спасибо за жизнь» ﻿ Благодарность, имя в списке на сайте (по желанию, можно анонимно), электронный сертификат участника. Стоимость 500 ₽ Купили 1 Добавить в корзину Ссылка на это вознаграждение «Первая поддержка» ﻿ 1 онлайн-мини-сессия 30 минут; доступ в закрытый чат для бэкеров; электронный сертификат/благодарность. Это формат «первого контакта / экстренной поддержки», без глубокой проработки. Стоимость 1 500 ₽ Купили 0 Добавить в корзину Ссылка на это вознаграждение Полноценная сессия 1 онлайн-сессия 60 минут; всё, что в «Первой поддержке» (чат, благодарность). Стоимость 3 000 ₽ Купили 0 Осталось 250 Дополнительная информация Онлайн Примерная дата отправки 30.04.2026 Добавить в корзину Ссылка на это вознаграждение «Движение вперёд» 3 онлайн-сессии по 60 минут; возможность выбрать фокус (стресс, тревога, выгорание, утрата и т.п.); приоритетная запись (отдельный слот/быстрее подбор); всё, что в базовой поддержке. Стоимость 8 000 ₽ Купили 0 Добавить в корзину Ссылка на это вознаграждение Глубокая проработка ﻿ 5 онлайн-сессий по 60 минут; индивидуальный план от куратора по итогам 1–2 сессий; расширенная благодарность (в публичных материалах проекта, на сайте/в отчёте); Сессию можно «передать» нуждающемуся (ветеран/подросток) . Стоимость 18 000 ₽ Купили 0 Осталось 80 Дополнительная информация Онлайн Примерная дата отправки 30.04.2026 Добавить в корзину Ссылка на это вознаграждение «Помощь тем, кому тяжело просить» 8 онлайн-сессии по 60 минут, которые полностью уходят ветеранам, подросткам или людям из групп риска от вашего имени; именное упоминание в разделе о социальной миссии проекта; регулярный отчёт (обезличенный) об использовании этих сессий. Стоимость 25 000 ₽ Купили 0 Добавить в корзину Ссылка на это вознаграждение «Партнёр First Line» 10 онлайн-сессий для ветеранов/подростков/групп риска; персональная видеоблагодарность от основателя; приглашение в пилотную программу, ранний доступ к приложению и функциям; именной статус в разделе сайта и в отчётности. Стоимость 50 000 ₽ Купили 0 Добавить в корзину Ссылка на это вознаграждение «Региональный партнёр FirstLine» 20–30 сессий для аудитории выбранного региона (ветераны, подростки и т.п.); участие в настройке пилота в регионе (совместный PR-кейс, логотип партнёра); статус «Региональный партнёр FirstLine» на сайте и в презентациях; приоритетное право обсуждать B2B/B2G-пилоты в регионе. Стоимость 100 000 ₽ Купили 0 Добавить в корзину Ссылка на это вознаграждение Распроданные вознаграждения Базовая поддержка * *Имя в списке благодарностей на сайте* * *Доступ в закрытый чат для бэккеров* * *Электронный сертификат участника.* Стоимость 500 ₽ Купили 1 Развернуть Осознанная помощь * *Всё из уровня «Базовая поддержка».* * *Доступ к дополнительным материалам (гайды по самопомощи, чек-листы по снижению стресса).* * *Расширенная благодарность в цифровом формате.* Стоимость 1 500 ₽ Купили 1 Развернуть Наши проекты Школа Атмосфера - магазин Планеты Благотворительность Производство вознаграждений Логистика для авторов Planeta.ru поддерживает О нас Что такое Planeta.ru? Спецпроекты Партнеры Контакты Для СМИ Наши хроники Блог на РБК Компании Блог на VC Присоединиться к команде Помощь Частые вопросы Правовая информация Способы оплаты Возврат средств Задать вопрос Автоинформатор: +7 (495) 181-05-05 На информационном ресурсе применяются рекомендательные технологии © ООО «ГЛОБАЛ НЕТВОРКС», 2012—2026 Мы используем файлы cookie",3.0,1.0,,selenium,Все категории
https://planeta.ru/campaigns/207657,Литература Возрождения Человека!,32.0,"Соберем деньги на Подборку книг о Борьбе человека за свои права и свободы! Нарушение прав и свобод в дурдомах и армии, на работе, во время отдыха.",Литература и журналистика,Насыров Альберт,Москва и Московская обл,200000.0,540100.0,1.0,0.0,636.0,2024-07-29,2026-04-26,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/litrabezlitra,Литр без литра слёз 2 — продолжение истории,43.0,"Продолжение книги о классике без пафоса, скуки и школьной травмы. Классика без занудства.",Литература и журналистика,mrsergeychernyakov,Калининградская обл,126000.0,599.0,1.0,0.0,95.0,2026-02-17,2026-05-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/lishchucki,"«ЛИЩУЧКИ» от Владимира Лищука: Стихи, под которые хочется жить, петь и загадывать желания",89.0,Вы слышали про рубаи Омара Хайяма? Так вот: ЛИЩУЧКИ — это наш русский ответ восточной мудрости.,Литература и журналистика,,Москва и Московская обл,0.0,0.0,0.0,0.0,53.0,2026-03-12,2026-05-04,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,1.0,,selenium,Все категории
https://planeta.ru/campaigns/surio,"""Любопытный Сурио"" — развитие детского мультпроекта и новых клипов",66.0,Музыкальный детский проект про суриката Сурио — путешественника и исследователя мира. Поддержка поможет создавать новые клипы и развивать будущий мультсериал.,Кино и видео,Виталий Царьков,Москва и Московская обл,100000.0,0.0,0.0,0.0,99.0,2026-02-19,2026-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/241294,"Маленькая Мия – хрупкий, но все же боец: с первого дня жизни",60.0,"За всю жизнь маленькая Мия ни разу не ела без боли. Единственный шанс понять, что происходит, — генетический анализ. Поддержите Мию. Помогите ей перестать выживать и начать жить.",Благотворительность,"Благотворительный Фонд ""Правмир""",Приморский край,117500.0,1800.0,1.0,0.0,87.0,2026-02-02,2026-04-30,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,85.0,0.0,,0.0,1.0,,selenium,Все категории
https://planeta.ru/campaigns/igrushki_detyam,Маленькая награда за большую смелость,37.0,"Каждый день дети с онкозаболеваниями проходят через боль. Мы не можем ее отменить, но можем сделать так, чтобы после процедуры их ждало что-то хорошее.",Благотворительность,"БФ ""Время детства""",Москва и Московская обл,100000.0,2000.0,2.0,0.0,70.0,2026-02-19,2026-04-30,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,224.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/mania,МАНИЯ,5.0,"Сборник эссе, поэзии и рассказов.",Литература и журналистика Поддержать проект,Ашихмин,,10000.0,0.0,0.0,0.0,151.0,2025-12-13,2026-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/mariyadreams,"Мария — набор дневников, помогающий выйти из апатии, справиться с внутренними кризисами и изменить свою реальность",114.0,"Цель ""Марии"" - снизить процент депрессии и суицида,насколько возможно.В комплекте - дневники и карточки созданные с лучшими психологами,чтобы понять себя и исполнить свои желания",Обучение Поддержать проект,Софья,,500000.0,0.0,0.0,0.0,92.0,2026-01-14,2026-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/mp_album2026,МАРКО ПОЛО. НОВЫЙ АЛЬБОМ,24.0,"Предзаказ нового студийного альбома группы МАРКО ПОЛО - ""Король под горой""!",Музыка,Марко Поло,Москва и Московская обл,350000.0,320800.0,91.0,0.0,90.0,2026-03-30,2026-06-28,105.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,3.0,150.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/media_desant,Медиадесант: учим детей из районов создавать медиаконтент,57.0,"Мы едем в районы обучать детей медиапрофессиям: актёрскому мастерству, операторскому делу, журналистике, блогингу, сценарному делу. Нужна помощь с оплатой педагогов.",Обучение,Школьное телевидение,Бурятия,500000.0,100.0,1.0,0.0,88.0,2026-03-24,2026-06-20,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/medicina_pozilim,Медицинская помощь тяжелобольным одиноким старикам,50.0,"Медсестра фонда ежедневно оказывает поддержку лежачим пожилым людям, лишенным поддержки близких. Поддержите программу, чтобы эта забота не прервалась!",Благотворительность,"БФ ""ПРЕКРАСНОЕ ДАЛЁКО""",Краснодарский край,99989.0,36761.0,36.0,0.0,90.0,2026-02-09,2026-05-10,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,382.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/moscowopencup2026,Международный фестиваль по хоккею на роликах Moscow Open Cup 2026,65.0,"Moscow Open Cup 2026 объединит лучших игроков в хоккей на роликах, популяризируя спорт и развивая инфраструктуру для новых талантов. Помогите сделать событие ярким!",Спорт,chepeleva.alexandra,Москва и Московская обл,200000.0,70800.0,35.0,0.0,32.0,2026-03-30,2026-05-01,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,68.0,0.0,,0.0,1.0,,selenium,Все категории
https://planeta.ru/campaigns/243651,Мемориальный парк для специализированного захоронения праха после кремации,74.0,"Мемориальный парк-это альтернатива привычным, традиционным кладбищам.На местах захоронения,вместо холодных,бездушных надгробных камней,из праха зарождается новая жизнь.Живое дерево",Общественные инициативы,Роберт Григорьевич Вартанян,Москва и Московская обл,2000000.0,100.0,1.0,0.0,94.0,2026-03-20,2026-06-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/the_place_of_eternal_rest_soul,"Место вечного покоя ""Душа""",26.0,"Проект меняет представление о хранении человеческого праха. В моем проекте нет места словам ""погребение"", ""кладбище"", ""венок"" и прочее. Реализация первого проекта состоится в Сочи.",Бизнес,,Краснодарский край,0.0,0.0,0.0,0.0,82.0,2026-03-04,2026-05-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,"проектирования и строительства, так и открывает новые возможности. Именно о возможностях речь и пойдёт, объясню простыми словами - при проектировании и строительстве в горной местности необходимо учесть множество факторов, влияющих на устойчивость грунта, исключение естественных уклонов путём вмешательства тяжелой техники, также необходимость в дополнительном укреплении рельефа, чтобы исключить риски оползней и камнепадов. Меня зовут Дмитрий и мой проект позволяет реализовать мою давнюю мечту - исключить грязь, обилие трудоёмкой работы на кладбищах и сохранить эстетически невероятно красивый вид мест упокоения. Исключить использование слов ""погребение"", ""кладбище"", ""венок"" и прочие слова, которые ассоциируются с погребальной атрибутикой. Почему Вы мне можете доверять? Легко отвечаю на этот вопрос - я инженер с большим стажем работы, действующий руководитель производственно-технического отдела в строительной компании, имею огромный опыт в строительстве производственных и гражданских объектов ""под ключ"", начиная с оформления разрешительной документации, получения разрешения на строительство, до полного инженерного сопровождения объектов строительства и сдача законченного строительством объекта Заказчику, в том числе объектов, подконтрольных Ростехнадзору. К своим 37 годам я давно мечтал открыть свою фирму, но каждый год что-то останавливает - то экономическая обстановка, то политическая, то по семейным обстоятельствам. И на сегодняшний день я готов открыться миру и людям, найти верных соратников, с которыми будем дополнять друг друга и реализовать нечто необычное для людей, для себя, для будущих поколений. _______________________________________________________________________________________________ Добро пожаловать, представляю вам Место вечного покоя ""Душа"". Укреплённая от внешних воздействий капсула с человеческим прахом, помещенная в сердце дерева. ______________________________________________________________________________________________ Идея заключается в полной реализации хранения человеческого праха - от проекта, поиска и подготовки перспективного участка, укрепления основания, помещение капсулы в любое молодое дерево-саженец с сильной корневой системой, подходящее для укрепления склонов. Это может быть как декоративное, хвойное, так и плодоносное дерево. Для сравнения приведу расчет ценообразования при захоронении тела и помещением праха в сердце дерева в Месте вечного покоя ""Душа"" : _______________________________________________________________________________________________ ❌Погребение (бюджетный вариант): Гроб - 30-60 тыс.руб. Венок - 2-5 тыс.руб. Деревянный крест - 3-6 тыс.руб. Памятник мрамор - 15-30 тыс.руб. Памятник гранит - 20-60 тыс.руб. Оформление документов, место погребения и ритуальные услуги 100-150 тыс.руб. Ежегодное обслуживание могилы - 10-20 тыс.руб. Получаем, что в среднем погребение составляет от 180 000 до 220 000 рублей + ежегодное обслуживание могилы от 10 до 20 тыс.руб. _______________________________________________________________________________________________ ✔Помещение праха в Место вечного покоя ""Душа"": Кремация 15-30 тыс.руб. Изготовление укреплённой от внешних воздействий капсулы - 20 тыс.руб. Выбор и покупка желаемого саженца для помещения в него ""Души"" - от 5+ тыс.руб. Аренда квадрата 5х5м (пересадка дерева включена) - 10-20 тыс./год. Обслуживание (обрезка, опрыскивание от вредителей, борьба с сорняками, подкормка саженца, удобрение, комплексное обслуживание территории 10-20 тыс./год. Охрана и доступ на территорию включён в стоимость аренды. Итого, в среднем помещение праха в Место вечного покоя ""Душа"" составляет от 50 тыс.руб + ежегодное обслуживание от 20 тыс.руб., *если сравнить со стоимостью погребения, то первые 5-7 лет хранения Души будет сопоставимо с единоразовой стоимостью погребения и обслуживанию могилы. _______________________________________________________________________________________________ Желаемый вид Места вечного покоя ""Душа"": Свободный доступ без автомобилей и тяжелой техники за счет краткосрочной аренды гольф-кара, чтобы не повредить газон и сохранить эстетичность и экологичность. ______________________________________________________________________________________________ Дизайн укреплённой от внешних воздействий капсулы с человеческим прахом: Стоимость капсулы будет зависеть от используемого материала, необходимости дизайн-проекта или выбрать из доступных вариантов. _______________________________________________________________________________________________ Сбор средств направлен на следующие цели: - Оформление сметного расчёта на единоразовые и долгосрочные услуги, расчёт потерь и прибыли, утверждение бизнес-плана с инвесторами, внесение корректировок в план; - Составление сметы для реализации первого этапа строительства и благоустройства территории; - Привлечение рекламы; - Юридические услуги для возможности заключения предварительного договора и вовлечения дополнительных средств от клиентов; - Поиск и последующая аренда подходящего участка(-ков) для реализации проекта; - Привлечение сотрудников для реализации первого этапа с перспективой на долгосрочное сотрудничество (юрист, экономист, технический специалист и прочий состав организации); - Заключение долгосрочного договора аренды з/у в Сочинском районе с Администрацией или частным лицом, на взаимовыгодных условиях. - В зависимости от размера участка, будет составлен план и разделён на этапы строительства и благоустройства с указанием стоимости мест упокоения как реальных, так и перспективных. Представленное изображение может отличаться от реализации. Но моё стремление именно к тому, что изображено. _______________________________________________________________________________________________ Для первого этапа требуется не менее 5 500 000 рублей, это составляет 50% от требуемых средств для завершения первого этапа. Первый этап подразумевает собой начало реализации сотрудничества как с реальными, так и с потенциальными клиентами Места вечного покоя ""Душа"" . После сбора всех средств, реализация проекта, включая вышеописанные цели займёт не более 1 года, прогнозируемый срок - до Июня 2027 года. На вырученные средства, в процессе реализации проекта, также будут привлечены дополнительные инвесторы путем продвижения рекламы и заключения контрактов с контрагентами. Поддержать на любую сумму Спасибо, мне не нужно вознаграждение, я просто хочу поддержать проект. 200 ₽ 500 ₽ 750 ₽ 1 000 ₽ Добавить в корзину Поддержали 1 Вознаграждения Изготовление капсулы для хранения праха со скидкой 25% - 15 000 руб Изготовление капсулы для хранения праха со скидкой 25% - 15 000 руб Изготовление одной укрепленной от внешних воздействий капсулы для хранения праха со скидкой 25%. Дизайн-проект включен. Начало реализации продукта после успешного окончания сбора на проект ""Места вечного покоя ""Душа"" Стоимость 15 000 ₽ Купили 0 Дополнительная информация Валюта получаемого перевода: Российский рубль (RUB) Получатель: МУТНЫХ ДМИТРИЙ ЛЕОНИДОВИЧ Номер счёта: 40817810530008296970 Банк получателя: ПАО СБЕРБАНК БИК: 040349602 Корр. счёт: 30101810100000000602 ИНН: 7707083893 КПП: 231043001 Примерная дата отправки 24.05.2026 Добавить в корзину Ссылка на это вознаграждение Аренда места 25 м2 на 5 лет со скидкой 15% - 17 000 руб Аренда места 25 м2 на 5 лет со скидкой 15% - 17 000 руб (вместо 20 000 руб) Реализация данной услуги начнется после успешного сбора на проект ""Место вечного покоя ""Душа"" Стоимость 17 000 ₽ Купили 0 Дополнительная информация Валюта получаемого перевода: Российский рубль (RUB) Получатель: МУТНЫХ ДМИТРИЙ ЛЕОНИДОВИЧ Номер счёта: 40817810530008296970 Банк получателя: ПАО СБЕРБАНК БИК: 040349602 Корр. счёт: 30101810100000000602 ИНН: 7707083893 КПП: 231043001 Примерная дата отправки 24.05.2026 Добавить в корзину Ссылка на это вознаграждение Изготовление капсулы Изготовление одной укрепленной от внешних воздействий капсулы для хранения праха со скидкой 20%. Дизайн-проект включен. начало реализации продукта после успешного окончания сбора на проект ""Места вечного покая ""Душа"" Стоимость 17 000 ₽ Купили 0 Дополнительная информация Валюта получаемого перевода: Российский рубль (RUB) Получатель: МУТНЫХ ДМИТРИЙ ЛЕОНИДОВИЧ Номер счёта: 40817810530008296970 Банк получателя: ПАО СБЕРБАНК БИК: 040349602 Корр. счёт: 30101810100000000602 ИНН: 7707083893 КПП: 231043001 Примерная дата отправки 24.05.2026 Добавить в корзину Ссылка на это вознаграждение Наши проекты Школа Атмосфера - магазин Планеты Благотворительность Производство вознаграждений Логистика для авторов Planeta.ru поддерживает О нас Что такое Planeta.ru? Спецпроекты Партнеры Контакты Для СМИ Наши хроники Блог на РБК Компании Блог на VC Присоединиться к команде Помощь Частые вопросы Правовая информация Способы оплаты Возврат средств Задать вопрос Автоинформатор: +7 (495) 181-05-05 На информационном ресурсе применяются рекомендательные технологии © ООО «ГЛОБАЛ НЕТВОРКС», 2012—2026 Мы используем файлы cookie",6.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/microfone_for_theatre_under_the_hill,Микрофоны для Театра-под-Холмом,31.0,"Мы хотим, чтобы качество звука в наших постановках улучшилось, поэтому открываем сбор на головные микрофоны!",Театр,theatre_under_the_hill,Санкт-Петербург и Ленинградская область,43050.0,15966.0,37.0,0.0,88.0,2026-01-21,2026-04-19,27.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,24.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/miryanin2026,МИРЯНИН | Сбор средств для дебютного музыкального альбома 2026.,63.0,"Меня зовут Дмитрий Гриценко, творческий псевдоним – «Мирянин». Я собираю средства для записи своего дебютного музыкального альбома. Буду признателен, если вы изучите мою заявку.",Музыка Поддержать проект,Дмитрий,,135000.0,700.0,1.0,0.0,63.0,2026-03-23,2026-05-25,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/mr_shyu,Мистер Шью: Перезагрузка легендарных ботинок. Ручная работа,59.0,«Мистер Шью» — мастерская качественной обуви ручной работы. Создаем надежные ботинки и аксессуары из премиальной кожи. Поддержите запуск новой линейки и локальное производство!,Дизайн и фотография,romani756,Владимирская обл,500000.0,0.0,0.0,0.0,52.0,2026-03-10,2026-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/electro_organ,Мобильный орган: музыка для всех,32.0,"Сбор средств на покупку электронного органа для организации выездных концертов. Помогите привезти живую органную музыку туда, где нет концертных залов — но есть слушатели",Музыка,natasha-piano,Ульяновская обл,600000.0,82300.0,13.0,0.0,57.0,2026-04-04,2026-05-31,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,,0.0,1.0,,selenium,Все категории
https://planeta.ru/campaigns/modex789,МОДЕКС: отечественные капсульные дома,37.0,"Модульная система, в которой сама конструкция и мебель трансформируются, чтобы использовать каждый сантиметр пространства в тематических блоках или цельных модулях.",Бизнес,Кира Савичева,Москва и Московская обл,680000.0,0.0,0.0,0.0,70.0,2026-03-23,2026-06-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/239691,"Мозаика для храма Преподобного Сергия Радонежского, Гольяново",61.0,"Создание мозаики для храма Преподобного Сергия Радонежского. Творческое объединение художников-монументалистов ""Пространство"" реализует проект по созданию внешнего убранства храма.",Общественные инициативы,info,Москва и Московская обл,293758.0,200.0,1.0,0.0,75.0,2026-04-01,2026-06-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/241961,Мои дни,7.0,"Наручный электронный браслет, который считает пережитые дни человека. Либо можно отсчитывать сколько времени человек борется с зависимостями.",Технологии и инновации,,Республика Крым,0.0,0.0,0.0,0.0,79.0,2026-02-10,2026-04-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/pro_larm,Морозильный ларь - полезная необходимость,41.0,"Приобретение морозильного ларя - возможность делать запасы скоропортящихся молочных и мясных продуктов для подопечных кризисного центра ""Право голоса"", особенно самых маленьких.",Благотворительность,"Кризисный центр ""Право голоса""",Воронежская обл,50000.0,12000.0,24.0,0.0,83.0,2026-02-06,2026-04-30,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/yiddishmusic,Музыка еврейского праздника • Запись Альбома Moscow Klezmer Band,64.0,"Записываем альбом лучших и всеми любимых песен на идиш, клезмерских мелодий, одесских песен, фрейлехсов, хасидских нигунов, свадебных еврейских мелодий.",Музыка,moscowklezmerband,Москва и Московская обл,77000.0,500.0,1.0,0.0,107.0,2026-01-27,2026-05-14,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/clipcover,Музыка как кино - КлипКавер,27.0,"Я создаю короткие вертикальные клипы под музыку артистов - как кино С эмоциями, драйвом и хочу вывести это на новый уровень",Музыка,Сергей Поддубный,Москва и Московская обл,1000000.0,0.0,0.0,0.0,99.0,2026-04-10,2026-07-18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/228748,"Музыкально-хореографический клип ""Маленький человек""",52.0,"Музыкальный клип с хореографическим перформансом на песню инди-музыканта ""Лампабикт""",Кино и видео,Кира Басова,Москва и Московская обл,60000.0,20350.0,33.0,0.0,364.0,2025-04-27,2026-04-26,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/azgor_ludoman,Музыкальный кавер про Азгора,28.0,"Меня зовут TAYMIS. Я начинающий блогер, недавно начал делать озвучки, переозвучки и музыкальные каверы. Пока это хобби, но если хобби станет монетизируемым то качество улучшиться",Кино и видео,TAYMIS,Новосибирская обл,10000.0,0.0,0.0,0.0,25.0,2026-04-06,2026-05-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,selenium,Все категории
https://planeta.ru/campaigns/starlightlabel,Музыкальный Лейбл STARLIGHT,27.0,"Музыкальный лейбл STARLIGHT - лейбл полного цикла, обеспечивающий артистам поддержку от этапа создания демо-записи до организации концертных туров и управления правами.",Музыка,,Москва и Московская обл,0.0,0.0,0.0,0.0,30.0,2026-04-03,2026-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,selenium,Все категории
https://planeta.ru/campaigns/242155,Музыкальный проект,18.0,"Сочиняю стихи и издаю в издательстве ридеро, Книга называется ""Мои Стихи с иллюстрациями"". На данный момент хочу выпустить песни с моими стихами.",Музыка,Айрат,Татарстан,100000.0,0.0,0.0,0.0,78.0,2026-02-11,2026-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,selenium,Все категории
https://planeta.ru/campaigns/243240,"Мультфильм ""7 КИЛОМЕТРОВ ШЕПОТА"" на реальных событиях",53.0,"Зимой в российской глубинке бабушка ведет внуков в школу через поле, но попадает в смертельную метель. Сила духа и любовь помогут им выжить и найти дорогу.",Кино и видео,София Ковешникова,Москва и Московская обл,10000.0,1500.0,15.0,0.0,99.0,2026-03-05,2026-06-12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,0.0,1.0,,selenium,Все категории
https://planeta.ru/campaigns/thechristmasheartmusical,Мюзикл «Спасти сердце Рождества» (Театральная постановка),57.0,"Это история о девочке Марии, которая разучилась верить в чудеса, и загадочном мальчике по имени Рождество. Чтобы спасти волшебный мир от Ледяной Королевы и вечного Забвения, Марии.",Театр,Театр Нот фаунд,Москва и Московская обл,500000.0,0.0,0.0,0.0,90.0,2026-03-23,2026-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,selenium,Все категории
